,sid,经度,纬度,province,city
404,56146,31.616666666667616,100.0,四川省,甘孜藏族自治州
405,56151,32.93333333333406,100.75,青海省,果洛藏族自治州
406,56152,32.28333333333498,100.33333333333513,四川省,甘孜藏族自治州
407,56167,30.98333333333316,101.11666666666576,四川省,甘孜藏族自治州
408,56172,31.899999999999093,102.23333333333595,四川省,阿坝藏族羌族自治州
409,56173,32.80000000000172,102.54999999999448,四川省,阿坝藏族羌族自治州
410,56178,31.0,102.35000000000124,四川省,阿坝藏族羌族自治州
411,56182,32.66028195269813,103.587230572061,四川省,阿坝藏族羌族自治州
412,56187,30.75,103.86666666666508,四川省,成都市
413,56188,31.0,103.66666666666552,四川省,成都市
414,56196,31.449999999998337,104.73333333333599,四川省,绵阳市
415,56202,30.666666666667123,93.28333333333099,西藏自治区,那曲地区
416,56223,30.75,95.83333333333643,西藏自治区,昌都地区
417,56227,29.86666666666755,95.76666666666412,西藏自治区,林芝地区
418,56247,30.0,99.10000000000204,四川省,甘孜藏族自治州
419,56251,30.93333333333405,100.31666666667117,四川省,甘孜藏族自治州
420,56257,30.0,100.26666666666408,四川省,甘孜藏族自治州
421,56287,29.98333333333303,103.0,四川省,雅安市
422,56312,29.66666666666697,94.33333333333677,西藏自治区,林芝地区
423,56331,29.66666666666697,97.83333333333599,西藏自治区,昌都地区
424,56357,29.05000000000156,100.29999999999464,四川省,甘孜藏族自治州
425,56374,30.050000000001607,101.96666666666952,四川省,甘孜藏族自治州
426,56385,29.51666666666704,103.33333333333452,四川省,乐山市
427,56386,29.56666666666597,103.75,四川省,乐山市
428,56434,28.650164899882032,97.46666666666924,西藏自治区,林芝地区
429,56444,28.483333333332812,98.91595013398378,云南省,迪庆藏族自治州
430,56459,27.933333333334023,101.26666666666405,四川省,凉山彝族自治州
431,56462,29.0,101.5,四川省,甘孜藏族自治州
432,56475,28.649999999999647,102.51666666666401,四川省,凉山彝族自治州
433,56479,28.0,102.85000000000113,四川省,凉山彝族自治州
434,56485,28.266666666667234,103.58333333333448,四川省,凉山彝族自治州
435,56492,28.800000000001546,104.6000000000007,四川省,宜宾市
436,56533,27.75,98.66666666666443,云南省,怒江傈僳族自治州
437,56543,27.83723639753161,99.71170919259264,云南省,迪庆藏族自治州
438,56548,27.166666666666607,99.28333333333063,云南省,迪庆藏族自治州
439,56565,27.433333333334012,101.5131247815431,四川省,凉山彝族自治州
440,56571,27.8999999999998,102.26666666666401,四川省,凉山彝族自治州
441,56586,27.350000000000087,103.7166666666696,云南省,昭通市
442,56643,25.866666666667395,98.85000000000211,云南省,怒江傈僳族自治州
443,56651,26.84999999999998,100.21666666666944,云南省,丽江市
444,56664,26.633333333332573,101.26666666666405,云南省,丽江市
445,56666,26.58244203658424,101.71666666666952,四川省,攀枝花市
446,56671,26.650000000000066,102.25,四川省,凉山彝族自治州
447,56684,26.40851101013609,103.26702202027352,云南省,曲靖市
448,56691,26.86666666666744,104.28333333333039,贵州省,毕节市
449,56693,26.583333333333503,104.86666666666486,贵州省,六盘水市
450,56739,25.000355353605,98.5,云南省,保山市
451,56748,25.11666666666736,99.18333333332859,云南省,保山市
452,56751,25.699999999998614,100.18333333332882,云南省,大理白族自治州
453,56763,25.733333333332332,101.86666666666558,云南省,楚雄彝族自治州
454,56768,25.033333333333502,101.54999999999454,云南省,楚雄彝族自治州
455,56778,25.0,102.64999999999884,云南省,昆明市
456,56786,25.58404986601503,103.83261680065372,云南省,曲靖市
457,56792,25.783333333333694,104.9666666666697,贵州省,黔西南布依族苗族自治州
458,56793,25.716666666666328,104.46666666666961,贵州省,六盘水市
459,56838,24.0,97.85000000000237,云南省,德宏傣族景颇族自治州
460,56856,24.46666666666666,100.86666666666584,云南省,普洱市
461,56872,24.94999999999866,102.61666666666538,云南省,昆明市
462,56875,24.33333333333396,102.54999999999448,云南省,玉溪市
463,56886,24.53333333333336,103.76666666666401,云南省,红河哈尼族彝族自治州
464,56946,23.55000000000124,99.39999999999806,云南省,临沧市
465,56950,23.466666666666953,99.79999999999464,云南省,临沧市
466,56951,23.883333333332704,100.0833333333352,云南省,临沧市
467,56954,22.566666666666045,99.93333333332876,云南省,普洱市
468,56959,22.0,100.78333333333052,云南省,西双版纳傣族自治州
469,56964,22.783333333332877,100.96666666666948,云南省,普洱市
470,56966,23.599999999999174,101.98333333333595,云南省,玉溪市
471,56969,21.47091925900075,101.56666666667091,云南省,西双版纳傣族自治州
472,56977,22.58333333333428,101.85000000000136,云南省,普洱市
473,56985,23.3959338226726,103.36861237329434,云南省,红河哈尼族彝族自治州
474,56986,22.983333333331753,103.68333333332949,云南省,红河哈尼族彝族自治州
475,56991,23.61666666666728,104.33333333333431,云南省,文山壮族苗族自治州
476,57003,34.89999999999867,106.83333333333384,陕西省,宝鸡市
477,57014,34.566666666665924,105.8666666666646,甘肃省,天水市
478,57025,34.516666666666424,107.38333333333576,陕西省,宝鸡市
479,57028,34.03333333333525,107.31666666666986,陕西省,宝鸡市
480,57030,34.69999999999822,108.15000000000008,陕西省,咸阳市
481,57034,34.27411744145368,108.2226960270319,陕西省,咸阳市
482,57037,34.933333333334076,108.98333333333605,陕西省,铜川市
483,57046,34.48333333333357,110.08333333333326,陕西省,渭南市
484,57048,34.399999999998734,108.71666666666981,陕西省,咸阳市
485,57049,34.516666666666424,109.73333333333605,陕西省,渭南市
486,57051,34.80000000000178,111.20000000000601,河南省,三门峡市
487,57052,34.88333333333229,110.45000000000596,山西省,运城市
488,57067,34.06205872072622,111.04539205405972,河南省,三门峡市
489,57071,34.81489572410546,112.43687521845192,河南省,洛阳市
490,57077,33.78333333333521,111.6500000000008,河南省,洛阳市
491,57083,34.716666666664665,113.6500000000012,河南省,郑州市
492,57084,34.5,113.04999999999391,河南省,郑州市
493,57089,34.053897238726954,113.90779447745369,河南省,许昌市
494,57091,34.783333333335364,114.29999999999386,河南省,开封市
495,57106,33.31666666666594,106.14999999999964,陕西省,汉中市
496,57124,33.633333333332324,106.93333333333008,陕西省,汉中市
497,57127,33.06666666666594,107.03333333333023,陕西省,汉中市
498,57131,34.433333333334076,108.96666666666981,陕西省,咸阳市
499,57134,33.51666666666653,107.98333333333605,陕西省,汉中市
500,57140,33.66666666666756,109.11666666666383,陕西省,商洛市
501,57143,33.86666666666768,109.96666666666988,陕西省,商洛市
502,57144,33.43333333333406,109.15000000000029,陕西省,商洛市
503,57154,33.53333333333517,110.90000000000065,陕西省,商洛市
504,57156,33.30000000000173,111.5,河南省,南阳市
505,57178,33.065955959456026,112.53439939415328,河南省,南阳市
506,57181,33.88333333333232,113.04999999999391,河南省,平顶山市
507,57193,33.78333333333521,114.51666666666391,河南省,周口市
508,57206,32.427303972971465,105.86808808109457,四川省,广元市
509,57211,32.83333333333254,106.25,陕西省,汉中市
510,57232,33.05000000000172,108.26666666666395,陕西省,安康市
511,57237,32.06666666666594,108.0333333333302,四川省,达州市
512,57238,32.53191774437921,107.90000000000003,陕西省,汉中市
513,57245,32.71666666666495,109.03333333333019,陕西省,安康市
514,57251,33.0,110.41276360247105,湖北省,十堰市
515,57256,32.64999999999898,110.78333333333008,湖北省,十堰市
516,57259,32.033333333334944,110.76666666666395,湖北省,十堰市
517,57265,32.41223348479595,111.7058487708292,湖北省,襄阳市
518,57278,32.012769427938785,112.11525690318173,湖北省,襄阳市
519,57279,32.149999999999054,112.75,湖北省,襄阳市
520,57285,32.38333333333236,113.41666666666731,河南省,南阳市
521,57290,32.967377373879074,113.96773272748469,河南省,驻马店市
522,57297,32.133333333332374,114.04999999999387,河南省,信阳市
523,57306,31.583333333332707,105.97056973086546,四川省,南充市
524,57313,31.866666666667623,106.766666666664,四川省,巴中市
525,57314,31.349108703250856,106.06577536992054,四川省,南充市
526,57328,31.19999999999835,107.5,四川省,达州市
527,57343,31.899999999999093,109.53333333333015,陕西省,安康市
528,57348,31.016666666666826,109.53333333333015,重庆市,重庆市
529,57355,31.033333333334774,110.36666666666358,湖北省,恩施土家族苗族自治州
530,57358,30.8226144704645,110.95433997437031,湖北省,宜昌市
531,57359,31.35000000000081,110.73333333333605,湖北省,宜昌市
532,57363,31.800000000001674,111.83333333333296,湖北省,襄阳市
533,57378,31.171793079342265,112.57781661424272,湖北省,荆门市
534,57381,31.616666666667616,113.3333333333327,湖北省,随州市
535,57395,31.568437609226407,114.12197949435036,湖北省,孝感市
536,57399,31.152487475240683,114.97553885588448,湖北省,黄冈市
537,57405,30.5,105.5499999999943,四川省,遂宁市
538,57411,30.774810672259086,106.10708959571674,四川省,南充市
539,57426,30.683333333334044,107.79999999999416,重庆市,重庆市
540,57432,30.766666666666865,108.40000000000013,重庆市,重庆市
541,57439,30.283333333334642,108.93333333333042,湖北省,恩施土家族苗族自治州
542,57445,30.60000000000069,109.71666666666988,湖北省,恩施土家族苗族自治州
543,57447,30.283333333334642,109.46666666666985,湖北省,恩施土家族苗族自治州
544,57458,30.199999999998393,110.66666666666686,湖北省,宜昌市
545,57461,30.71631131306068,111.3326226261169,湖北省,宜昌市
546,57476,30.350000000000648,112.15000000000092,湖北省,荆州市
547,57482,30.899999999999256,113.95000000000613,湖北省,孝感市
548,57483,30.66666666666717,113.13758592567088,湖北省,天门市
549,57493,30.350000000000648,114.33333333333256,湖北省,武汉市
550,57494,30.60000000000069,114.04999999999387,湖北省,武汉市
551,57502,29.69999999999841,105.7000000000057,重庆市,重庆市
552,57503,29.61666666666755,105.11666666666477,四川省,内江市
553,57512,29.96666666666541,106.2773039729682,重庆市,重庆市
554,57516,29.58333333333304,106.4666666666697,重庆市,重庆市
555,57517,29.283333333334454,106.25,重庆市,重庆市
556,57520,29.833333333332995,107.06666666667009,重庆市,重庆市
557,57523,29.850000000000573,107.73333333333605,重庆市,重庆市
558,57536,29.527303972969126,108.77730397296808,重庆市,重庆市
559,57545,29.533333333334504,109.4166666666666,湖北省,恩施土家族苗族自治州
560,57554,29.399999999999512,110.16666666666677,湖南省,张家界市
561,57562,29.583333333332988,111.36666666666336,湖南省,常德市
562,57573,29.83333333333295,112.90000000000109,湖北省,荆州市
563,57574,29.366666666667534,112.40000000000096,湖南省,益阳市
564,57581,29.81666666666596,113.45000000000613,湖北省,荆州市
565,57583,29.925171851334447,113.96028777816947,湖北省,咸宁市
566,57584,29.383333333332466,113.08333333333277,湖南省,岳阳市
567,57595,29.60159035302357,114.49468717231859,湖北省,咸宁市
568,57598,29.033333333334408,114.5833333333325,江西省,九江市
569,57604,28.783333333334355,105.38333333333529,四川省,泸州市
570,57606,28.13333333333251,106.83333333333384,贵州省,遵义市
571,57608,28.16666666666679,105.4333333333298,四川省,泸州市
572,57612,29.002126296166825,106.64999999999976,重庆市,重庆市
573,57614,28.333333333333183,106.21666666666971,贵州省,遵义市
574,57625,28.548229057441073,107.45177094256628,贵州省,遵义市
575,57633,28.82091925899961,108.76666666666395,重庆市,重庆市
576,57642,28.699999999998454,109.64148898986473,湖南省,湘西土家族苗族自治州
577,57647,28.149999999999753,109.18333333333048,贵州省,铜仁市
578,57649,28.265256903179974,109.702487475239,湖南省,湘西土家族苗族自治州
579,57655,28.466666666665713,110.40000000000056,湖南省,怀化市
580,57662,29.099656297332768,111.68333333333086,湖南省,常德市
581,57669,28.383333333332494,111.21666666666994,湖南省,益阳市
582,57671,28.850000000000385,112.36666666666315,湖南省,益阳市
583,57673,28.68333333333403,112.88333333333695,湖南省,岳阳市
584,57679,28.169177443784147,112.99300361178943,湖南省,长沙市
585,57682,28.71666666666566,113.56666666666881,湖南省,岳阳市
586,57687,28.177659326577093,112.86843178375437,湖南省,长沙市
587,57696,28.399999999999704,114.78333333332992,江西省,宜春市
588,57707,27.300000000001468,105.2833333333303,贵州省,毕节市
589,57710,27.800000000001504,106.39999999999971,贵州省,遵义市
590,57712,27.73333333333269,106.95000000000576,贵州省,遵义市
591,57718,27.100000000000033,106.72517767680756,贵州省,贵阳市
592,57722,27.76666666666731,107.46666666666977,贵州省,遵义市
593,57729,27.23333333333261,107.88333333333587,贵州省,遵义市
594,57731,27.94999999999849,108.25,贵州省,铜仁市
595,57741,27.71932308050656,109.17996038680906,贵州省,铜仁市
596,57745,27.44999999999852,109.68333333333055,湖南省,怀化市
597,57749,27.566666666665977,110.0,湖南省,怀化市
598,57752,27.916666666666746,110.59999999999941,湖南省,怀化市
599,57758,27.054607945940262,110.58936269369528,湖南省,邵阳市
600,57761,27.75,111.29999999999399,湖南省,娄底市
601,57766,27.202487475242428,111.45638471397514,湖南省,邵阳市
602,57774,27.44999999999852,112.16666666666708,湖南省,娄底市
603,57776,27.300000000001468,112.70000000000609,湖南省,衡阳市
604,57779,27.005312827682943,113.34999999999886,湖南省,株洲市
605,57780,27.866666666667484,113.1666666666673,湖南省,株洲市
606,57789,27.13333333333255,113.95000000000613,江西省,萍乡市
607,57793,27.800000000001504,114.38333333333729,江西省,宜春市
608,57799,27.05000000000146,114.91666666666755,江西省,吉安市
609,57803,27.033333333333985,106.016666666664,贵州省,毕节市
610,57805,26.683333333334012,105.766666666664,贵州省,毕节市
611,57806,26.25,105.89999999999958,贵州省,安顺市
612,57816,26.583333333333503,106.733333333336,贵州省,贵阳市
613,57825,26.599999999999927,107.98333333333605,贵州省,黔东南苗族侗族自治州
614,57827,26.316666666666,107.53333333333023,贵州省,黔南布依族苗族自治州
615,57832,26.966666666666033,108.6666666666665,贵州省,黔东南苗族侗族自治州
616,57839,26.23333333333243,109.14609693580454,贵州省,黔东南苗族侗族自治州
617,57840,26.90000000000001,109.20000000000587,贵州省,黔东南苗族侗族自治州
618,57841,26.566666666665988,109.66666666666666,湖南省,怀化市
619,57845,26.166666666666423,109.78333333333012,湖南省,怀化市
620,57853,26.73333333333252,110.63333333333651,湖南省,邵阳市
621,57857,26.366666666667413,110.31666666666936,湖南省,邵阳市
622,57860,27.0,111.28333333333006,湖南省,邵阳市
623,57866,26.23333333333243,111.6166666666633,湖南省,永州市
624,57872,26.89397063963635,112.59999999999901,湖南省,衡阳市
625,57874,26.41666666666647,112.40000000000096,湖南省,衡阳市
626,57889,26.08333333333359,113.95000000000613,湖南省,郴州市
627,57894,26.583333333333503,114.16666666666744,江西省,吉安市
628,57896,26.333333333333545,114.5,江西省,吉安市
629,57902,25.433333333333998,105.18333333332977,贵州省,黔西南布依族苗族自治州
630,57906,25.183333333333987,106.08333333333401,贵州省,黔西南布依族苗族自治州
631,57907,25.0833333333338,104.89999999999935,贵州省,黔西南布依族苗族自治州
632,57910,25.76666666666766,106.08333333333401,贵州省,安顺市
633,57912,26.133333333332597,106.63333333333559,贵州省,黔南布依族苗族自治州
634,57916,25.433333333333998,106.766666666664,贵州省,黔南布依族苗族自治州
635,57922,25.83333333333364,107.5499999999942,贵州省,黔南布依族苗族自治州
636,57926,25.416666666666273,107.88333333333587,贵州省,黔南布依族苗族自治州
637,57932,25.958860538273907,108.52943026913445,贵州省,黔东南苗族侗族自治州
638,57947,25.21843760922825,109.4000000000003,广西壮族自治区,柳州市
639,57957,25.316666666666013,110.29999999999407,广西壮族自治区,桂林市
640,57958,25.0833333333338,110.31666666666936,广西壮族自治区,桂林市
641,57965,25.533333333333626,111.5999999999992,湖南省,永州市
642,57972,25.78438774321405,113.01772107654695,湖南省,郴州市
643,57974,25.58333333333369,112.36666666666315,湖南省,郴州市
644,57993,25.866666666667395,115.0,江西省,赣州市
645,57996,25.10460794594101,114.27361645112387,广东省,韶关市
646,58005,34.44397063963612,115.61843178375423,河南省,商丘市
647,58015,34.449999999998234,116.33333333333222,安徽省,宿州市
648,58026,34.38706745892923,118.00816148199637,江苏省,徐州市
649,58027,34.283333333335285,117.15159617849386,江苏省,徐州市
650,58034,34.60000000000129,118.31666666666813,山东省,临沂市
651,58038,34.08333333333239,118.78333333332978,江苏省,宿迁市
652,58040,34.85000000000132,119.13315856926913,江苏省,连云港市
653,58047,34.26275777700093,119.23333333333612,江苏省,连云港市
654,58102,33.836519864851624,115.7546079459397,安徽省,亳州市
655,58111,33.966666666664764,116.45000000000626,河南省,商丘市
656,58118,33.26879296283337,116.52091925899752,安徽省,亳州市
657,58122,33.633333333332324,116.98333333333612,安徽省,宿州市
658,58130,33.93333333333407,117.95053594314959,江苏省,徐州市
659,58135,33.48333333333346,118.2166666666702,江苏省,宿迁市
660,58138,32.98333333333341,118.51666666666388,江苏省,淮安市
661,58141,33.633333333332324,118.96525690317864,江苏省,淮安市
662,58143,33.80000000000175,119.84999999999764,江苏省,盐城市
663,58150,33.75833042059941,120.27428638004793,江苏省,盐城市
664,58158,33.191832692531925,120.47516602586978,江苏省,盐城市
665,58203,32.86666666666765,115.73333333333612,安徽省,阜阳市
666,58208,32.16666666666737,115.61666666666248,河南省,信阳市
667,58215,32.47802633112016,116.78333333332986,安徽省,六安市
668,58221,32.875538855879284,117.33830828380889,安徽省,蚌埠市
669,58225,32.533333333335015,117.66666666666798,安徽省,滁州市
670,58236,32.343621111500404,118.25637888850056,安徽省,滁州市
671,58238,31.93333333333405,118.9000000000022,江苏省,南京市
672,58241,32.80000000000172,119.45000000000641,江苏省,扬州市
673,58251,32.850000000001046,120.28333333332974,江苏省,盐城市
674,58252,32.18333333333406,119.46666666667022,江苏省,镇江市
675,58255,32.36666666666764,120.5666666666678,江苏省,南通市
676,58259,32.08333333333264,120.98333333333616,江苏省,南通市
677,58265,32.06666666666594,121.59999999999737,江苏省,南通市
678,58311,31.733333333333253,116.5,安徽省,六安市
679,58314,31.39999999999917,116.31666666666841,安徽省,六安市
680,58319,31.06666666666595,116.95000000000627,安徽省,安庆市
681,58321,31.783333333334898,117.29999999999373,安徽省,合肥市
682,58326,31.583333333332707,117.83333333333198,安徽省,合肥市
683,58336,31.699999999998326,118.5602877781677,安徽省,马鞍山市
684,58338,31.137941279274298,118.589362693694,安徽省,芜湖市
685,58343,31.87853897238743,119.98333333333616,江苏省,常州市
686,58345,31.43245368752277,119.49148898986459,江苏省,常州市
687,58354,31.616666666667616,120.34999999999756,江苏省,无锡市
688,58356,31.39999999999917,121.0,江苏省,苏州市
689,58358,31.067557963415126,120.43333333333216,江苏省,苏州市
690,58362,31.39999999999917,121.45000000000648,上海市,上海市
691,58402,30.733333333333128,115.6666666666677,湖北省,黄冈市
692,58407,30.233333333333068,115.03333333332992,湖北省,黄石市
693,58414,30.439718047303575,116.31028195270001,安徽省,安庆市
694,58419,30.10000000000061,117.01666666666388,安徽省,池州市
695,58424,30.584743096820326,116.99859023651949,安徽省,安庆市
696,58429,30.97908074099953,117.83298963066343,安徽省,铜陵市
697,58436,30.616666666667584,118.98333333333612,安徽省,宣城市
698,58437,30.13333333333243,118.15000000000204,安徽省,黄山市
699,58448,30.21666666666543,119.70000000000636,浙江省,杭州市
700,58450,30.866666666667577,120.04999999999364,浙江省,湖州市
701,58457,30.233333333333015,120.16666666666819,浙江省,杭州市
702,58464,30.63279151943352,121.09945818609587,浙江省,嘉兴市
703,58467,30.19999999999841,121.26666666666384,浙江省,宁波市
704,58472,30.733333333333093,122.45000000000644,浙江省,舟山市
705,58477,30.033333333334536,122.09999999999751,浙江省,舟山市
706,58500,29.85955959454572,115.20318653152123,湖北省,黄石市
707,58506,29.57517767680262,115.98333333333612,江西省,九江市
708,58507,29.25,115.11666666666258,江西省,九江市
709,58519,29.0,116.68333333333165,江西省,上饶市
710,58520,29.850000000000573,117.71666666667019,安徽省,黄山市
711,58527,29.300000000001567,117.20000000000627,江西省,景德镇市
712,58531,29.716666666665457,118.2833333333298,安徽省,黄山市
713,58543,29.616666666667534,119.01666666666388,浙江省,杭州市
714,58549,29.11666666666752,119.65000000000208,浙江省,金华市
715,58553,30.05000000000159,120.81666666666794,浙江省,绍兴市
716,58556,29.600000000000463,120.81666666666794,浙江省,绍兴市
717,58557,29.333333333333076,120.08333333333185,浙江省,金华市
718,58562,29.787096584217032,121.53871024734605,浙江省,宁波市
719,58569,29.19999999999845,121.95000000000644,浙江省,宁波市
720,58600,28.86666666666752,115.36666666666254,江西省,宜春市
721,58606,28.60000000000034,115.91666666666771,江西省,南昌市
722,58608,28.066666666665977,115.5499999999938,江西省,宜春市
723,58622,28.949999999998447,117.58333333333202,江西省,上饶市
724,58626,28.30000000000152,117.22908074100222,江西省,鹰潭市
725,58633,29.0,118.90000000000195,浙江省,衢州市
726,58634,28.68333333333403,118.25,江西省,上饶市
727,58637,28.449999999998468,117.98333333333612,江西省,上饶市
728,58646,28.458062426382757,119.92472909305023,浙江省,丽水市
729,58652,28.866666666667506,120.71666666667022,浙江省,台州市
730,58665,28.616666666667506,121.41666666666832,浙江省,台州市
731,58666,28.44999999999848,121.90000000000246,浙江省,台州市
732,58667,28.083333333333282,121.26666666666384,浙江省,台州市
733,58705,27.333333333333357,115.41666666666764,江西省,吉安市
734,58715,27.583333333333314,116.65000000000177,江西省,抚州市
735,58718,27.21666666666598,116.53333333332986,江西省,抚州市
736,58725,27.333333333333357,117.46666666667015,福建省,南平市
737,58730,27.76666666666731,118.03333333332981,福建省,南平市
738,58731,27.916666666666746,118.5333333333298,福建省,南平市
739,58734,27.333333333333357,118.11666666666198,福建省,南平市
740,58737,27.05000000000146,118.31666666666813,福建省,南平市
741,58742,28.108604240283142,119.5580624263833,浙江省,丽水市
742,58744,27.44999999999852,119.41666666666825,福建省,宁德市
743,58752,27.783333333334088,120.6500000000023,浙江省,温州市
744,58754,27.333333333333357,120.20000000000641,福建省,宁德市
745,58760,27.833333333333325,121.15000000000236,浙江省,温州市
746,58806,26.483333333332478,116.01666666666388,江西省,赣州市
747,58813,26.84822905743797,116.32979144821128,江西省,抚州市
748,58818,26.23333333333243,116.63333333333773,福建省,三明市
749,58820,26.90000000000001,117.16666666666792,福建省,三明市
750,58834,26.633333333332573,118.16666666666808,福建省,南平市
751,58837,26.15851101013616,118.15000000000204,福建省,三明市
752,58843,26.88333333333256,120.01666666666384,福建省,宁德市
753,58846,26.66666666666652,119.51666666666388,福建省,宁德市
754,58847,26.08333333333359,119.28333333332978,福建省,福州市
755,58911,25.849999999999753,116.36666666666231,福建省,龙岩市
756,58918,25.050000000001344,116.41666666666781,福建省,龙岩市
757,58921,25.96666666666627,117.34999999999809,福建省,三明市
758,58926,25.300000000001358,117.41666666666794,福建省,龙岩市
759,58927,25.050000000001344,117.01666666666388,福建省,龙岩市
760,58931,25.716666666666328,118.09999999999796,福建省,泉州市
761,58933,26.916666666666565,118.98333333333612,福建省,宁德市
762,58936,25.36666666666737,118.70000000000636,福建省,莆田市
763,58944,25.516666666667703,119.78333333332978,福建省,福州市
764,59007,24.06666666666602,105.06666666667029,云南省,文山壮族苗族自治州
765,59021,24.550000000001308,107.03333333333023,广西壮族自治区,河池市
766,59023,24.699999999998678,108.0333333333302,广西壮族自治区,河池市
767,59027,24.13333333333269,107.25,广西壮族自治区,河池市
768,59037,23.93333333333397,108.09999999999994,广西壮族自治区,河池市
769,59046,24.349999999999376,109.4000000000003,广西壮族自治区,柳州市
770,59058,24.199999999998713,110.51666666666395,广西壮族自治区,梧州市
771,59065,24.41666666666605,111.50850518466758,广西壮族自治区,贺州市
772,59072,24.80390306419709,112.36666666666315,广东省,清远市
773,59082,24.66666666666612,113.5999999999988,广东省,韶关市
774,59087,23.883333333332704,113.51666666666391,广东省,清远市
775,59088,24.18333333333398,113.41666666666731,广东省,清远市
776,59092,24.9049574740766,114.81276360247196,江西省,赣州市
777,59096,24.366666666667317,114.48333333333609,广东省,河源市
778,59097,24.050000000001283,114.20000000000614,广东省,韶关市
779,59102,24.94999999999866,115.6500000000016,江西省,赣州市
780,59107,24.110281952697907,115.2705639053898,广东省,河源市
781,59113,24.733333333332137,116.71666666667014,福建省,龙岩市
782,59116,24.33723639753057,116.70000000000626,广东省,梅州市
783,59117,24.276948619363896,116.07943609460857,广东省,梅州市
784,59126,24.5,117.65000000000195,福建省,漳州市
785,59133,24.900000000000478,118.9166666666682,福建省,泉州市
786,59134,24.48333333333209,118.06666666666816,福建省,厦门市
787,59209,23.416666666665826,105.83333333333401,广西壮族自治区,百色市
788,59211,23.900000000000745,106.60000000000024,广西壮族自治区,百色市
789,59218,23.133333333332747,106.41666666666607,广西壮族自治区,百色市
790,59228,23.31312478154446,107.58156239077324,广西壮族自治区,百色市
791,59242,23.75047186298544,109.21309565420546,广西壮族自治区,来宾市
792,59254,23.400000000000887,110.08333333333326,广西壮族自治区,贵港市
793,59265,23.48333333333187,111.29999999999399,广西壮族自治区,梧州市
794,59271,23.63333333333272,112.42943026913522,广东省,肇庆市
795,59278,23.021624140742237,112.45780612839758,广东省,肇庆市
796,59280,23.716666666666875,113.08333333333277,广东省,清远市
797,59287,23.21028777816648,113.46419666783457,广东省,广州市
798,59289,22.966666666667102,113.73333333333609,广东省,东莞市
799,59293,23.800000000001262,114.73333333333609,广东省,河源市
800,59294,23.333333333334192,113.83333333333259,广东省,广州市
801,59298,23.07091925899968,114.37942444366348,广东省,惠州市
802,59303,23.91879296283277,115.75212629616694,广东省,梅州市
803,59304,23.63333333333272,115.18333333333142,广东省,河源市
804,59306,23.449999999998766,115.8499999999984,广东省,揭阳市
805,59310,23.766666666668065,116.17943026913579,广东省,梅州市
806,59316,23.39609693580357,116.68333333333165,广东省,汕头市
807,59317,23.021624140742237,116.29999999999376,广东省,揭阳市
808,59321,23.78333333333315,117.5,福建省,漳州市
809,59324,23.43333333333397,117.03333333332985,广东省,汕头市
810,59417,22.333333333334267,106.85000000000021,广西壮族自治区,崇左市
811,59431,22.649271816380814,108.25208551788522,广西壮族自治区,南宁市
812,59446,22.41666666666573,109.29999999999409,广西壮族自治区,钦州市
813,59453,22.660281952696266,110.13582080857208,广西壮族自治区,玉林市
814,59456,22.349999999998985,110.93333333333076,广东省,茂名市
815,59462,22.703903064196282,111.5999999999992,广东省,云浮市
816,59478,22.25,112.78333333333,广东省,江门市
817,59485,22.503903064197463,113.40000000000114,广东省,中山市
818,59488,22.283333333332877,113.56666666666881,广东省,珠海市
819,59493,22.53670627985576,114.0,广东省,深圳市
820,59501,22.80000000000119,115.36666666666254,广东省,汕尾市
821,59626,21.549644646393343,107.95851101014134,Quang Ninh,Mong Cai
822,59631,21.783333333332877,108.34999999999991,广西壮族自治区,防城港市
823,59632,21.957806128392097,108.6127636024682,广西壮族自治区,钦州市
824,59644,21.449999999998923,109.13333333333617,广西壮族自治区,北海市
825,59647,21.03333333333288,109.09999999999971,广西壮族自治区,北海市
826,59658,21.150000000000997,110.29999999999407,广东省,湛江市
827,59663,21.83723639752999,111.9705697308657,广东省,阳江市
828,59664,21.546102761273346,110.99219969707629,广东省,茂名市
829,59673,21.733333333331828,112.76666666666391,广东省,江门市
830,59754,20.33333333333412,110.18333333333064,广东省,湛江市
831,59758,20.0,110.25,海南省,海口市
832,59838,19.09999999999906,108.61666666666395,海南省,东方市
833,59845,19.516666666667952,109.58333333333334,海南省,儋州市
834,59849,19.033333333332887,109.8333333333333,海南省,琼中黎族苗族自治县
835,59855,19.23333333333208,110.46666666666991,海南省,琼海市
836,59948,18.21666666666712,109.58333333333334,海南省,三亚市
837,59954,18.5372422229998,110.03333333333012,海南省,陵水黎族自治县
838,59981,16.833333333333776,112.33333333333289,海南省,三沙市
